Transaction_ID,Customer_ID,Customer_Age,Customer_Gender,Account_Balance,Account_Age_Months,Transaction_Amount,Average_Transaction_Amount,Transaction_Date,Transaction_Time,Time_Period,Location,Payment_Method,Device_Type,Merchant_Category,Transaction_Status,Daily_Transaction_Count,Weekly_Transaction_Count,Distance_From_Home_KM,Login_Attempts,Failed_Transactions_Last_24H,New_Device,International_Transaction,Card_Present,IP_Risk_Score,Risk_Level
TXN000140,CUST7355,18,Female,213844.24,137,88243.59,37212.02,04-07-2025,09:50,Morning,Pune,Wallet,Web,Entertainment,Success,16,90,239,4,1,Yes,No,No,85,High
TXN000141,CUST7275,34,Female,274192.04,31,8761.69,35131.46,04-07-2025,21:08,Night,Pune,UPI,POS,Travel,Success,15,43,10,3,1,Yes,No,No,78,Medium
TXN000142,CUST8589,46,Female,306740.62,158,62451.48,5076.67,01-06-2025,11:52,Morning,Bangalore,Debit Card,POS,Healthcare,Success,19,75,182,3,3,Yes,No,No,25,Medium
TXN000143,CUST2880,47,Other,349513.9,82,99624.77,10081.45,31-12-2025,23:09,Night,Coimbatore,Credit Card,Mobile,Fuel,Success,20,4,221,1,4,Yes,No,No,49,Medium
TXN000144,CUST2491,41,Other,422142.25,147,33207.85,46838.79,12-03-2025,18:48,Evening,Hyderabad,Wallet,POS,Fuel,Success,15,77,124,4,4,Yes,No,No,20,Medium
TXN000145,CUST9017,30,Female,139580.55,78,69041.01,46408.03,21-11-2023,01:02,Morning,Jaipur,UPI,Mobile,Travel,Success,12,74,169,5,0,Yes,No,No,59,Medium
TXN000146,CUST2469,66,Other,184234.85,157,17180.63,12608.84,28-01-2023,04:39,Morning,Jaipur,Wallet,ATM,Electronics,Success,11,36,79,6,0,No,Yes,No,35,Low
TXN000147,CUST7343,29,Male,25422.45,143,27839.67,41454.28,07-02-2025,11:01,Morning,Pune,Credit Card,POS,Healthcare,Success,20,88,190,1,4,Yes,Yes,Yes,80,High
TXN000148,CUST4393,61,Female,456152.98,36,95807.05,10129.33,25-07-2025,06:36,Morning,Mumbai,Net Banking,Web,Electronics,Success,10,93,256,4,5,Yes,No,No,28,Medium
TXN000149,CUST6416,31,Female,22786.65,105,68797.59,1951.04,22-11-2023,04:09,Morning,Chennai,Net Banking,Web,Electronics,Success,19,36,63,4,3,No,Yes,No,70,High
TXN000150,CUST4653,64,Female,96668.15,102,54063.62,18595.3,22-04-2026,00:10,Morning,Mumbai,Net Banking,ATM,Entertainment,Success,3,37,153,3,0,Yes,Yes,No,34,Medium
TXN000151,CUST2240,69,Female,200045.35,76,42849.4,44444.78,21-01-2023,22:20,Night,Hyderabad,Net Banking,Mobile,Healthcare,Success,7,87,219,6,3,No,Yes,No,67,High
TXN000152,CUST3006,58,Other,428637.71,116,66963.39,44184.32,18-07-2025,00:07,Morning,Chennai,Debit Card,POS,Entertainment,Failed,11,37,60,6,3,Yes,Yes,No,48,High
TXN000153,CUST5835,42,Female,93764.7,35,52467.15,22659.26,11-07-2023,20:18,Evening,Coimbatore,Credit Card,ATM,Entertainment,Success,5,73,208,2,2,No,No,Yes,78,Medium
TXN000154,CUST6439,21,Female,321239.76,91,77928.04,49851.39,04-05-2023,02:39,Morning,Pune,UPI,POS,Travel,Success,5,76,296,4,2,Yes,Yes,No,74,High
TXN000155,CUST7119,66,Other,79456.39,116,86289.49,42063.31,11-11-2024,19:52,Evening,Kolkata,Wallet,ATM,Entertainment,Failed,10,72,261,5,4,Yes,Yes,No,60,High
TXN000156,CUST5995,49,Male,408619.47,175,56877.06,14261.32,11-11-2024,11:19,Morning,Chennai,UPI,Web,Shopping,Success,7,18,266,3,0,No,Yes,Yes,47,Medium
TXN000157,CUST7580,42,Other,424294.53,83,97976.72,29019.35,13-08-2024,11:05,Morning,Jaipur,Credit Card,ATM,Healthcare,Success,15,67,201,3,5,No,Yes,No,72,Medium
TXN000158,CUST7828,22,Male,74798.53,180,2830.54,6681.91,27-08-2024,17:41,Evening,Pune,Net Banking,Web,Entertainment,Success,9,48,10,5,5,No,Yes,No,30,Medium
TXN000159,CUST8408,49,Male,473638.52,98,66510.28,23939.97,19-08-2023,05:09,Morning,Mumbai,Net Banking,Mobile,Shopping,Success,10,3,41,5,5,No,Yes,Yes,15,Medium
TXN000160,CUST6613,55,Female,134289.73,109,1700.99,7843.07,12-06-2025,21:50,Night,Delhi,Net Banking,POS,Grocery,Success,20,64,209,1,0,Yes,Yes,No,82,Medium
TXN000161,CUST6499,61,Female,319896.41,92,29236.78,736.48,27-06-2024,07:31,Morning,Delhi,Debit Card,POS,Entertainment,Success,11,78,201,1,5,Yes,Yes,No,19,Medium
TXN000162,CUST3960,34,Other,152924,60,58108.81,25596.86,20-09-2023,05:41,Morning,Delhi,UPI,POS,Travel,Success,1,13,211,1,2,Yes,No,No,30,Medium
TXN000163,CUST6692,19,Male,178730.63,121,6866.58,35915.37,24-03-2025,13:02,Afternoon,Bangalore,Wallet,Mobile,Healthcare,Success,4,100,280,2,0,Yes,No,Yes,4,Low
TXN000164,CUST2068,23,Male,22215.96,108,78281.62,4008.67,06-03-2024,08:17,Morning,Ahmedabad,Wallet,Mobile,Healthcare,Success,5,50,64,2,4,Yes,Yes,No,7,Medium
TXN000165,CUST2749,28,Female,97976.37,127,40185.79,40508.03,22-04-2025,20:58,Evening,Hyderabad,Credit Card,Web,Entertainment,Success,18,73,280,3,4,No,No,Yes,70,Medium
TXN000166,CUST6021,18,Female,353140.13,74,80666.47,37869.89,03-03-2026,12:13,Afternoon,Mumbai,Credit Card,Web,Grocery,Success,19,68,173,2,3,Yes,No,Yes,87,High
TXN000167,CUST9804,40,Other,375222.77,116,79604.03,6750.48,27-04-2023,13:45,Afternoon,Coimbatore,UPI,Web,Healthcare,Success,11,96,252,2,0,Yes,No,Yes,68,Medium
TXN000168,CUST6541,68,Female,457476.68,101,32364.13,48051.51,27-01-2025,02:32,Morning,Kolkata,Net Banking,Mobile,Electronics,Success,2,50,119,1,5,Yes,Yes,Yes,76,High
TXN000169,CUST4199,70,Male,310800.98,150,73486.2,22723.98,26-01-2023,17:48,Evening,Pune,UPI,ATM,Healthcare,Success,2,35,226,3,5,Yes,Yes,No,53,High
TXN000170,CUST5355,25,Male,493580.23,106,11561.53,27770.72,26-09-2024,01:37,Morning,Chennai,Debit Card,POS,Healthcare,Success,7,36,263,5,3,No,No,Yes,9,Low
TXN000171,CUST6832,42,Other,9214.65,53,180.79,46058.51,25-08-2023,07:13,Morning,Mumbai,UPI,ATM,Grocery,Success,7,8,217,4,0,No,Yes,No,69,Medium
TXN000172,CUST6969,61,Male,207414.23,38,52416.76,3715.91,12-03-2023,07:06,Morning,Chennai,Debit Card,Mobile,Healthcare,Success,11,15,207,2,3,No,Yes,Yes,55,Medium
TXN000173,CUST3205,45,Male,78094.75,45,49358.03,48530.18,23-02-2024,20:15,Evening,Coimbatore,UPI,Web,Food,Success,3,89,206,2,5,No,No,Yes,5,Low
TXN000174,CUST5065,47,Male,243446.2,174,3778.5,29746.42,16-02-2025,09:09,Morning,Pune,Wallet,ATM,Entertainment,Success,16,93,269,3,5,No,No,No,61,Low
TXN000175,CUST9730,34,Female,41736.69,123,63597.49,10085.51,27-04-2024,05:24,Morning,Kolkata,Credit Card,Web,Travel,Success,19,93,93,2,1,Yes,Yes,No,95,High
TXN000176,CUST7084,61,Male,53790.95,43,89324.6,34320.06,11-12-2023,18:47,Evening,Hyderabad,Credit Card,ATM,Fuel,Success,5,41,52,1,1,Yes,No,Yes,49,Medium
TXN000177,CUST2188,33,Female,61619.72,63,37552.91,41959.84,01-04-2025,05:45,Morning,Jaipur,Credit Card,Web,Healthcare,Success,19,94,102,5,4,Yes,No,No,55,Medium
TXN000178,CUST1760,70,Other,199755.41,32,87032.89,28872.29,18-06-2025,16:29,Afternoon,Ahmedabad,Credit Card,Web,Grocery,Success,20,29,182,6,2,Yes,No,No,32,Medium
TXN000179,CUST6006,49,Other,42559.24,38,39836.66,10507.11,17-09-2023,18:14,Evening,Pune,Debit Card,ATM,Fuel,Success,17,38,35,6,4,Yes,No,No,73,Medium
TXN000180,CUST2738,57,Male,76745.07,100,65530.52,2697.91,03-02-2024,04:34,Morning,Ahmedabad,Wallet,Web,Electronics,Success,9,51,275,5,1,Yes,No,Yes,96,High
TXN000181,CUST5068,45,Male,328098.22,97,52595.34,2932.39,28-02-2026,14:57,Afternoon,Bangalore,Debit Card,Mobile,Entertainment,Success,3,72,51,2,3,Yes,No,Yes,92,High
TXN000182,CUST4849,29,Female,364281.63,41,35340.9,38295.05,24-09-2024,17:06,Evening,Delhi,Debit Card,Web,Entertainment,Success,12,46,128,1,5,Yes,Yes,Yes,57,Medium
TXN000183,CUST8825,35,Male,326279.34,38,65504.53,36047.26,22-05-2025,14:05,Afternoon,Ahmedabad,Net Banking,POS,Healthcare,Success,15,26,208,2,3,No,No,No,86,Medium
TXN000184,CUST8075,41,Male,417183.21,30,16241.8,24505.33,13-01-2025,22:49,Night,Chennai,Debit Card,POS,Healthcare,Success,15,47,142,5,0,Yes,No,No,84,Medium
TXN000185,CUST7778,53,Female,56592.89,11,33056.59,20704.6,05-06-2024,01:30,Morning,Pune,Debit Card,Mobile,Shopping,Success,17,73,288,5,3,Yes,No,Yes,61,Medium
TXN000186,CUST7560,43,Other,422822.09,141,86878.08,18411.12,08-02-2024,18:39,Evening,Jaipur,Debit Card,ATM,Electronics,Success,2,86,71,4,5,Yes,No,Yes,48,Medium
TXN000187,CUST7506,21,Female,271955.27,89,16407.81,34538.78,24-02-2025,13:19,Afternoon,Coimbatore,UPI,ATM,Electronics,Success,6,34,159,4,4,Yes,Yes,No,24,Medium
TXN000188,CUST3166,58,Female,234033.69,106,71017.95,4761.94,26-10-2023,19:33,Evening,Coimbatore,Net Banking,Mobile,Food,Success,13,4,210,5,2,No,Yes,No,96,High
TXN000189,CUST3970,58,Female,155436.72,59,22535.2,49594.83,15-01-2023,11:54,Morning,Mumbai,Credit Card,POS,Shopping,Success,16,26,138,2,4,No,No,No,46,Low
TXN000190,CUST2329,40,Male,177418.27,105,39662.37,29184.22,19-05-2025,12:41,Afternoon,Mumbai,Wallet,Web,Fuel,Success,15,83,261,4,4,No,No,No,84,Medium
TXN000191,CUST9585,27,Female,230733.48,133,11465.65,44090.87,13-07-2025,04:31,Morning,Ahmedabad,Net Banking,POS,Entertainment,Success,9,61,12,4,2,No,No,No,86,Medium
TXN000192,CUST7939,39,Other,419295.02,129,33367.21,38151.74,08-12-2023,09:34,Morning,Ahmedabad,UPI,Web,Travel,Success,3,5,187,2,3,Yes,Yes,Yes,74,Medium
TXN000193,CUST8336,63,Female,311035.12,76,35317.84,3238.41,12-02-2026,20:17,Evening,Bangalore,UPI,ATM,Grocery,Success,20,66,102,4,5,No,No,Yes,91,Medium
TXN000194,CUST1203,43,Female,14401.92,132,68041.85,13360.12,10-10-2024,23:05,Night,Kolkata,Wallet,POS,Travel,Success,20,38,231,3,4,No,Yes,No,67,High
TXN000195,CUST3337,25,Male,187926.63,55,29446.25,23570.99,18-01-2025,08:00,Morning,Coimbatore,Net Banking,ATM,Food,Success,13,98,292,5,0,No,No,Yes,81,Medium
TXN000196,CUST5777,56,Female,346697.26,68,29677.92,30891.5,29-08-2023,15:38,Afternoon,Pune,Wallet,Web,Shopping,Success,11,1,255,4,1,No,No,Yes,91,Medium
TXN000197,CUST4910,61,Other,58988.61,49,59939.43,918.82,13-12-2024,05:31,Morning,Kolkata,UPI,POS,Shopping,Success,9,95,120,2,5,No,Yes,Yes,44,Medium
TXN000198,CUST6926,50,Other,293546.74,40,39430.92,49520.92,17-01-2026,08:15,Morning,Coimbatore,Credit Card,Mobile,Grocery,Failed,19,19,273,2,2,Yes,Yes,Yes,14,Medium
TXN000199,CUST5698,45,Female,387914.34,114,63352.46,18548.33,10-03-2024,11:17,Morning,Hyderabad,Wallet,POS,Fuel,Success,19,24,192,3,1,Yes,No,No,12,Medium
TXN000200,CUST6375,70,Other,321511.33,84,46337.89,47168.48,14-05-2024,15:20,Afternoon,Bangalore,Credit Card,Web,Electronics,Success,13,52,52,4,0,No,No,No,42,Low
TXN000201,CUST4611,59,Other,7423,1,67593.78,20165.63,29-02-2024,13:33,Afternoon,Jaipur,Credit Card,ATM,Food,Success,4,39,42,1,3,No,Yes,No,36,Medium
TXN000202,CUST1162,57,Other,458900.25,172,53572.73,45531.93,27-04-2026,06:52,Morning,Chennai,Net Banking,ATM,Shopping,Success,18,74,166,2,0,Yes,No,No,47,Medium
TXN000203,CUST7397,23,Male,392053.13,136,94880,32951.09,08-11-2024,10:26,Morning,Bangalore,Wallet,ATM,Shopping,Success,2,23,263,4,4,No,Yes,No,44,Medium
TXN000204,CUST4604,23,Female,324489.25,134,75308.84,21479.98,21-03-2025,18:51,Evening,Bangalore,Net Banking,POS,Fuel,Success,13,10,250,3,2,No,Yes,No,3,Medium
TXN000205,CUST3597,56,Male,148562.93,102,17876.54,38197.25,03-11-2025,18:20,Evening,Kolkata,UPI,POS,Food,Success,8,34,287,2,1,Yes,No,Yes,69,Low
TXN000206,CUST6000,59,Other,150038.48,51,9591.73,7388.95,22-01-2024,18:28,Evening,Jaipur,Net Banking,POS,Travel,Success,2,11,117,6,3,No,No,Yes,82,Medium
TXN000207,CUST6405,24,Other,156052.54,119,99136.16,36817.99,08-07-2025,06:38,Morning,Jaipur,Credit Card,Mobile,Entertainment,Success,10,60,245,1,5,No,Yes,Yes,21,Medium
TXN000208,CUST5787,31,Male,331120.41,97,96140.95,18166.42,03-06-2025,22:31,Night,Coimbatore,Net Banking,Web,Healthcare,Success,16,77,7,5,3,No,Yes,No,86,High
TXN000209,CUST7394,63,Male,7368.9,11,53627.2,7719.15,26-01-2024,08:57,Morning,Kolkata,Net Banking,POS,Travel,Success,12,37,210,1,2,Yes,No,No,88,Medium
TXN000210,CUST6307,46,Other,482278.26,93,85446.86,36206.06,07-10-2025,02:06,Morning,Hyderabad,Credit Card,ATM,Fuel,Success,16,91,232,1,3,No,No,Yes,16,Medium
TXN000211,CUST4081,53,Other,272830.31,59,17485.35,20478.79,09-05-2023,11:24,Morning,Kolkata,Credit Card,Mobile,Food,Success,3,79,149,1,5,No,No,No,33,Low
TXN000212,CUST8253,58,Female,77374.54,39,44604.24,16503.84,01-01-2026,03:39,Morning,Kolkata,Credit Card,ATM,Travel,Success,17,90,279,3,0,Yes,No,Yes,64,Medium
TXN000213,CUST3525,63,Male,338998.32,28,31308.73,43359.02,04-12-2024,06:57,Morning,Jaipur,UPI,Web,Travel,Success,20,74,32,4,4,No,No,Yes,99,Medium
TXN000214,CUST9504,53,Male,284855.1,7,45097.18,5510.19,28-07-2025,16:57,Afternoon,Bangalore,UPI,POS,Shopping,Success,17,86,129,5,0,No,Yes,No,61,Medium
TXN000215,CUST6302,48,Male,464289.88,130,31491.6,2169.44,27-09-2025,00:57,Morning,Bangalore,Wallet,Web,Fuel,Failed,6,67,29,4,0,No,Yes,Yes,92,Medium
TXN000216,CUST6427,68,Male,63451.2,98,821.84,5658.7,19-03-2023,21:25,Night,Pune,UPI,Mobile,Food,Success,6,95,43,2,4,No,Yes,No,46,Medium
TXN000217,CUST4693,61,Female,178687.25,101,7902.29,22858.06,20-02-2023,08:54,Morning,Mumbai,Net Banking,Web,Shopping,Success,3,15,271,4,0,Yes,No,No,33,Low
TXN000218,CUST9609,65,Other,128688.12,3,46362.93,31672.85,18-09-2024,06:44,Morning,Bangalore,Wallet,ATM,Travel,Success,8,77,70,3,2,No,Yes,Yes,92,Medium
TXN000219,CUST8447,20,Other,437875.53,158,17684.08,10141.69,26-07-2023,08:26,Morning,Pune,Net Banking,ATM,Electronics,Success,17,81,54,4,1,No,Yes,Yes,98,Medium
TXN000220,CUST6802,69,Female,155676.63,135,70693.44,14428.24,26-03-2024,03:24,Morning,Hyderabad,Wallet,ATM,Entertainment,Success,11,65,8,6,3,Yes,Yes,Yes,84,High
TXN000221,CUST3581,48,Female,102151.03,136,69041.79,43804.53,25-02-2024,05:59,Morning,Bangalore,UPI,ATM,Fuel,Success,19,62,57,4,3,No,No,Yes,62,Medium
TXN000222,CUST3299,46,Other,491174.28,143,60404.07,6239.49,16-06-2023,05:57,Morning,Jaipur,Wallet,POS,Healthcare,Success,1,11,188,2,3,No,Yes,No,65,Medium
TXN000223,CUST8520,61,Other,389866.91,146,23980.13,10868.98,10-10-2024,05:07,Morning,Hyderabad,Credit Card,Mobile,Shopping,Success,1,20,68,2,3,Yes,No,No,20,Medium
TXN000224,CUST7505,39,Male,74929.23,78,94212.66,41526.89,28-08-2024,11:03,Morning,Kolkata,Debit Card,Mobile,Fuel,Success,10,30,87,3,2,No,Yes,No,36,Medium
TXN000225,CUST7577,69,Male,450558.92,96,81030.26,7137.57,18-07-2023,02:22,Morning,Delhi,UPI,Mobile,Fuel,Success,19,73,213,1,5,No,Yes,Yes,75,High
TXN000226,CUST2462,19,Male,328077.74,39,61571.27,29373.33,11-05-2025,17:54,Evening,Coimbatore,Wallet,POS,Healthcare,Success,19,61,267,3,2,Yes,Yes,Yes,9,Medium
TXN000227,CUST3772,22,Other,347375.79,4,1625.63,43198.53,31-03-2024,02:59,Morning,Delhi,Wallet,Mobile,Travel,Success,17,65,224,4,1,Yes,No,No,46,Low
TXN000228,CUST9842,32,Other,421066.08,87,77668.04,33870.99,20-01-2024,10:47,Morning,Ahmedabad,Debit Card,Mobile,Travel,Failed,17,47,188,3,5,Yes,Yes,Yes,17,Medium
TXN000229,CUST3841,53,Other,225081.54,146,58280.16,29380.59,18-01-2024,16:04,Afternoon,Delhi,Debit Card,ATM,Food,Success,16,19,128,4,4,Yes,No,Yes,6,Medium
TXN000230,CUST6940,37,Other,298881.39,173,24628.43,43347.54,09-04-2026,09:19,Morning,Jaipur,Debit Card,Web,Entertainment,Success,12,4,247,2,4,No,Yes,No,17,Medium
TXN000231,CUST3592,31,Female,182053.21,83,56245.38,11636.77,04-09-2024,07:40,Morning,Jaipur,Credit Card,ATM,Travel,Success,15,6,131,6,4,No,No,Yes,48,Medium
TXN000232,CUST7203,43,Female,415517.49,22,71867.04,17682.43,28-02-2026,10:43,Morning,Ahmedabad,Credit Card,Web,Fuel,Success,16,85,96,1,1,Yes,No,Yes,49,Medium
TXN000233,CUST4790,34,Male,430198.1,38,31672.83,14607.74,25-04-2026,23:57,Night,Bangalore,Net Banking,POS,Healthcare,Success,18,53,133,2,3,Yes,No,Yes,60,Medium
TXN000234,CUST6793,37,Other,394594.32,161,36290.42,3281.83,21-07-2024,23:52,Night,Mumbai,Debit Card,POS,Shopping,Success,7,81,26,3,2,Yes,No,No,18,Medium
TXN000235,CUST2699,24,Female,342261.08,112,75090.66,9816.9,25-01-2023,06:05,Morning,Delhi,Wallet,ATM,Fuel,Success,7,36,51,5,2,No,Yes,Yes,49,Medium
TXN000236,CUST4192,42,Female,383532.77,174,42448.76,37842.84,07-04-2023,21:52,Night,Jaipur,UPI,Web,Electronics,Success,13,44,5,4,0,Yes,Yes,No,30,Medium
TXN000237,CUST2496,51,Female,181561.94,78,88628.75,32904.65,15-07-2023,11:09,Morning,Pune,Wallet,Web,Food,Success,11,80,92,6,3,Yes,Yes,Yes,21,High
TXN000238,CUST5957,20,Male,278713.77,23,4873.61,34881.96,22-09-2023,11:33,Morning,Bangalore,Debit Card,ATM,Grocery,Failed,15,26,174,1,4,Yes,No,No,6,Low
TXN000239,CUST8882,57,Female,109436.75,151,48175.8,43623.74,18-01-2025,05:47,Morning,Hyderabad,UPI,POS,Entertainment,Success,3,44,161,4,1,Yes,No,Yes,27,Medium
TXN000240,CUST9578,37,Male,269296.48,128,83632.55,15168.2,14-04-2024,02:15,Morning,Chennai,Wallet,ATM,Healthcare,Success,9,15,233,5,0,No,Yes,No,73,Medium
TXN000241,CUST5063,18,Female,470420.04,38,5850.7,28982.98,18-03-2024,19:58,Evening,Pune,Net Banking,POS,Entertainment,Success,18,70,261,6,5,No,Yes,No,14,Medium
TXN000242,CUST2584,65,Male,336882.79,138,34723.7,13171.2,03-02-2025,04:41,Morning,Bangalore,Credit Card,POS,Entertainment,Failed,5,58,14,6,4,No,No,No,100,Medium
TXN000243,CUST1226,56,Male,296090.18,31,83421.47,24683.9,14-09-2025,16:48,Afternoon,Mumbai,Credit Card,ATM,Grocery,Success,16,1,38,4,4,No,Yes,Yes,29,Medium
TXN000244,CUST9421,29,Other,401595.22,113,99280.68,29263.77,03-03-2025,11:51,Morning,Hyderabad,Net Banking,Mobile,Fuel,Failed,13,95,159,4,4,Yes,Yes,No,47,High
TXN000245,CUST2716,39,Female,323117.58,21,56708.77,20176.8,18-02-2025,23:48,Night,Delhi,Debit Card,Web,Shopping,Success,7,28,169,2,4,No,No,Yes,80,High
TXN000246,CUST6445,38,Other,74472.59,27,85503.46,4086.64,12-10-2024,03:23,Morning,Chennai,UPI,Web,Travel,Success,19,42,63,5,4,No,No,Yes,59,Medium
TXN000247,CUST6852,53,Male,211281.17,15,11050.33,20242.41,02-04-2023,16:48,Afternoon,Bangalore,Credit Card,Web,Travel,Success,4,26,176,2,4,No,No,Yes,64,Low
TXN000248,CUST6319,19,Male,192869.53,64,21169.29,3855.03,14-04-2025,17:39,Evening,Coimbatore,Credit Card,ATM,Food,Success,18,66,242,5,5,Yes,Yes,No,15,Medium
TXN000249,CUST4892,45,Female,366680.9,22,26115.25,4599.84,02-06-2025,17:50,Evening,Ahmedabad,Debit Card,ATM,Electronics,Success,8,78,39,1,0,No,Yes,No,42,Low
TXN000250,CUST1374,56,Female,285976.02,30,23673.41,8647.62,24-06-2025,20:54,Evening,Coimbatore,Debit Card,POS,Electronics,Success,4,45,280,2,1,No,Yes,No,11,Low
TXN000251,CUST6571,20,Male,158883.79,55,74424.63,14341.64,17-05-2025,01:09,Morning,Delhi,Credit Card,POS,Travel,Success,6,88,135,1,3,Yes,Yes,No,36,Medium
TXN000252,CUST9788,18,Other,153015.71,3,87947.81,37506.67,23-07-2024,14:04,Afternoon,Ahmedabad,Credit Card,ATM,Healthcare,Failed,1,39,251,2,5,Yes,Yes,No,17,Medium
TXN000253,CUST5326,60,Female,481138.23,75,85159.41,32158.69,24-01-2026,00:11,Morning,Chennai,UPI,ATM,Travel,Success,12,99,281,4,2,No,Yes,No,43,Medium
TXN000254,CUST5886,31,Male,475435.12,175,89393.12,4588.42,09-03-2023,04:50,Morning,Delhi,Wallet,Web,Food,Success,4,70,203,4,1,No,No,Yes,95,Medium
TXN000255,CUST8978,27,Other,353020.67,1,22534.22,49472.97,05-02-2026,10:23,Morning,Chennai,UPI,POS,Healthcare,Success,1,92,166,3,3,Yes,No,No,34,Medium
TXN000256,CUST4489,27,Other,190676,179,20800.73,9009.78,20-02-2023,07:43,Morning,Delhi,Credit Card,Web,Healthcare,Success,1,61,286,4,3,No,Yes,Yes,22,Medium
TXN000257,CUST8223,36,Male,452026.9,76,2667.81,33388.1,09-07-2024,11:26,Morning,Hyderabad,Credit Card,Web,Food,Success,4,98,264,1,1,No,Yes,No,8,Low
TXN000258,CUST9674,33,Female,372185.04,102,26422.15,10522.09,04-01-2023,00:15,Morning,Delhi,Net Banking,ATM,Healthcare,Success,16,31,239,3,0,Yes,No,No,89,Medium
TXN000259,CUST7114,34,Male,295542.82,13,90646.99,45928.08,22-03-2025,06:08,Morning,Hyderabad,Credit Card,POS,Travel,Success,12,72,166,1,2,No,No,No,78,Medium
TXN000260,CUST2157,36,Male,465414.58,151,1641.9,26613.42,07-03-2026,08:17,Morning,Mumbai,UPI,ATM,Travel,Success,13,11,24,5,4,Yes,Yes,No,19,Medium
TXN000261,CUST1538,36,Male,440680.25,57,34226.04,48552.73,02-05-2023,06:39,Morning,Hyderabad,Wallet,POS,Entertainment,Success,16,51,291,3,4,No,Yes,No,13,Medium
TXN000262,CUST2604,27,Male,476096.5,143,37771.18,3405.09,04-08-2025,08:45,Morning,Delhi,Debit Card,Web,Electronics,Success,14,87,41,4,5,No,No,Yes,43,Medium
TXN000263,CUST5387,52,Male,418135.26,155,21354.84,16612.98,04-06-2023,03:05,Morning,Bangalore,Credit Card,POS,Shopping,Success,9,73,213,1,1,No,Yes,No,73,Medium
TXN000264,CUST3213,49,Female,19133.92,122,38571.63,19259.5,18-03-2024,22:19,Night,Pune,Debit Card,POS,Travel,Success,14,55,278,2,0,No,No,Yes,8,Low
TXN000265,CUST3249,21,Female,234108.48,53,87703.63,24678.97,25-12-2023,19:20,Evening,Hyderabad,Net Banking,ATM,Food,Success,3,4,168,2,3,No,Yes,No,98,High
TXN000266,CUST1070,24,Female,65620.23,27,93116.15,19901.55,15-12-2025,03:08,Morning,Ahmedabad,Debit Card,POS,Fuel,Success,11,88,227,2,2,Yes,No,Yes,33,Medium
TXN000267,CUST3689,64,Other,282519.01,59,40240.2,49325.28,29-04-2026,07:27,Morning,Delhi,Net Banking,POS,Electronics,Success,2,72,283,1,1,Yes,No,Yes,64,Medium
TXN000268,CUST5064,38,Male,403442.86,85,17166.73,28179.04,08-06-2023,16:00,Afternoon,Chennai,Credit Card,Mobile,Healthcare,Success,2,33,36,4,3,Yes,Yes,No,77,High
TXN000269,CUST5159,61,Female,74249.46,128,1459.59,21304.44,21-01-2023,17:50,Evening,Coimbatore,Wallet,ATM,Healthcare,Success,17,58,238,5,2,Yes,No,Yes,37,Low
TXN000270,CUST6457,38,Male,484550.47,134,5982.56,24172.48,04-07-2024,03:14,Morning,Kolkata,Credit Card,ATM,Travel,Success,14,20,271,2,3,No,Yes,Yes,12,Low
TXN000271,CUST9398,32,Other,314167.15,110,81134.76,31967.3,19-10-2023,02:23,Morning,Coimbatore,Credit Card,ATM,Food,Success,7,74,211,5,1,No,Yes,No,52,Medium
TXN000272,CUST1384,63,Other,350524.34,166,55107.53,18288.46,01-09-2025,03:36,Morning,Mumbai,Credit Card,ATM,Electronics,Success,11,51,146,3,5,Yes,Yes,Yes,15,Medium
TXN000273,CUST4474,60,Female,365959.58,98,21541.9,5400.63,26-12-2023,02:59,Morning,Delhi,UPI,POS,Travel,Success,2,96,97,3,1,Yes,Yes,No,15,Medium
TXN000274,CUST3006,60,Male,208609.78,77,26364.13,28132.68,26-07-2023,10:11,Morning,Hyderabad,Debit Card,Mobile,Travel,Success,9,16,282,3,5,Yes,No,Yes,36,Medium
TXN000275,CUST4831,60,Other,201282.13,47,73353.69,31115.32,21-01-2026,03:24,Morning,Chennai,Net Banking,Mobile,Healthcare,Success,6,44,127,6,4,No,No,Yes,77,High
TXN000276,CUST5609,30,Other,213523.77,121,98068.06,47627.82,28-04-2024,00:42,Morning,Coimbatore,Debit Card,Web,Entertainment,Success,5,48,131,3,0,No,Yes,Yes,11,Medium
TXN000277,CUST7810,63,Other,333314.96,140,90653.58,41038.6,28-09-2025,09:01,Morning,Ahmedabad,Debit Card,Web,Travel,Success,19,61,96,2,3,No,No,Yes,61,Medium
TXN000278,CUST8277,40,Female,286624.83,62,2219.49,12590.05,02-07-2025,16:33,Afternoon,Pune,Wallet,POS,Shopping,Success,1,90,140,4,2,Yes,No,Yes,54,Medium
TXN000279,CUST3998,22,Male,334221,119,34367.48,49314.54,24-04-2026,23:05,Night,Mumbai,Net Banking,Web,Food,Success,4,83,278,5,0,No,Yes,Yes,36,Medium
TXN000280,CUST8920,54,Other,192646.86,85,1849.93,10512.91,11-11-2024,14:28,Afternoon,Ahmedabad,Wallet,Web,Food,Failed,12,1,283,5,0,Yes,Yes,No,20,Medium
TXN000281,CUST3858,46,Other,59627.22,126,1105.47,11469.89,17-06-2023,18:25,Evening,Chennai,UPI,POS,Food,Success,11,29,190,1,3,No,Yes,Yes,28,Low
